Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"700620","1","","","2009-03-31 08:46:28","","1","2753","<p>Anybody tried to display image field (image/byte array) data type on reportviewer.</p>

<p>Regards, 
Peter</p>
","","Peter","","","","2010-07-09 02:19:04","Image field on ReportViewer","<reportviewer>","2","0","1","",""
"700629","1","700943","","2009-03-31 08:48:54","","0","1411","<p>I'm using the article <a href=""http://mark-dot-net.blogspot.com/2008/11/model-view-view-model-mvvm-in.html"" rel=""nofollow noreferrer"">Model View View-Model (MVVM) in Silverlight</a> as a basis to create my own MVVM example in Silverlight.</p>

<p>I've got all the pieces below:</p>

<ul>
<li><strong>main page</strong> (loads everything)</li>
<li><strong>View</strong> (XAML file with bindings)</li>
<li><strong>Model</strong> (a Customer class generating a fake List collection)</li>
<li><strong>ModelView</strong> (inherits INotifyPropertyChanged and has the PropertyChanged for the two fields that View needs)</li>
</ul>

<p>In my main page I:</p>

<ul>
<li>create the <strong>ViewModel</strong> </li>
<li>bind the <strong>ViewModel</strong> to the <strong>DataContext</strong> of the <strong>View</strong></li>
<li>create the <strong>Model</strong> (customers)</li>
</ul>

<p><strong>But now how do I connect the ModelView to the Model?</strong> I feel as though I need to inject my customers Model somehow into the CustomerViewModel, is that right? But how exactly? What is the next step here to finish this MVVM example so that I can start using the advantages of the MVVM pattern, e.g. swapping out the model with a test model, swapping out the view with new views, etc. </p>

<hr/>

<p><strong>MainPage.xaml.cs:</strong> <em>creates the ViewModel, attaches View to ViewModel</em></p>

<pre><code>using System.Windows.Controls;
using System.Collections.Generic;

namespace TestMvvm345
{
    public partial class MainPage : UserControl
    {
        private CustomerViewModel customerData;

        public MainPage()
        {
            InitializeComponent();

            customerData = new CustomerViewModel();
            customerHeaderView.DataContext = customerData;
            List&lt;Customer&gt; customers = Customer.GetCustomers();
        }
    }
}
</code></pre>

<p><strong>MainPage.xaml:</strong> <em>displays the View within the context of the main page</em></p>

<pre><code>&lt;UserControl x:Class=""TestMvvm345.MainPage""
    xmlns=""http://schemas.microsoft.com/winfx/2006/xaml/presentation"" 
    xmlns:x=""http://schemas.microsoft.com/winfx/2006/xaml"" 
    xmlns:local=""clr-namespace:TestMvvm345""
    Width=""400"" Height=""300""&gt;
    &lt;Grid x:Name=""LayoutRoot"" Background=""White""&gt;
        &lt;StackPanel HorizontalAlignment=""Left""&gt;
            &lt;local:CustomerHeaderView x:Name=""customerHeaderView"" Margin=""10""/&gt;
        &lt;/StackPanel&gt;
    &lt;/Grid&gt;
&lt;/UserControl&gt;
</code></pre>

<p><strong>CustomerViewModel.xaml:</strong> <em>the ViewModel</em></p>

<pre><code>using System.ComponentModel;

namespace TestMvvm345
{
    public class CustomerViewModel : INotifyPropertyChanged
    {
        private string firstName;
        private string lastName;

        public string FirstName
        {
            get { return firstName; }
            set
            {
                firstName = value;
                RaisePropertyChanged(""FirstName"");
            }
        }

        public string LastName
        {
            get { return lastName; }
            set
            {
                lastName = value;
                RaisePropertyChanged(""LastName"");
            }
        }

        public event PropertyChangedEventHandler PropertyChanged;

        private void RaisePropertyChanged(string property)
        {
            if (PropertyChanged != null)
            {
                PropertyChanged(this, new PropertyChangedEventArgs(property));
            }
        }
    }
}
</code></pre>

<p><strong>CustomerHeaderView.xaml</strong> <em>the View</em></p>

<pre><code>&lt;UserControl x:Class=""TestMvvm345.CustomerHeaderView""
    xmlns=""http://schemas.microsoft.com/winfx/2006/xaml/presentation"" 
    xmlns:x=""http://schemas.microsoft.com/winfx/2006/xaml"" 
    Width=""400"" Height=""300""&gt;
    &lt;Grid x:Name=""LayoutRoot"" Background=""White""&gt;
        &lt;StackPanel HorizontalAlignment=""Left""&gt;
            &lt;ListBox x:Name=""CustomerList"" ItemsSource=""{Binding}""&gt;
                &lt;ListBox.ItemTemplate&gt;
                    &lt;DataTemplate&gt;
                        &lt;StackPanel Orientation=""Horizontal""&gt;
                            &lt;TextBlock
                            Text=""{FirstName}""/&gt;
                            &lt;TextBlock
                            Text=""{LastName}""/&gt;
                        &lt;/StackPanel&gt;
                    &lt;/DataTemplate&gt;
                &lt;/ListBox.ItemTemplate&gt;
            &lt;/ListBox&gt;
        &lt;/StackPanel&gt;
    &lt;/Grid&gt;
&lt;/UserControl&gt;
</code></pre>

<p><strong>Customers.cs</strong> <em>the Model</em></p>

<pre><code>using System;
using System.Collections.Generic;

namespace TestMvvm345
{
    public class Customer
    {
        public int ID { get; set; }
        public string FirstName { get; set; }
        public string LastName { get; set; }
        public int NumberOfContracts { get; set; }

        public static List&lt;Customer&gt; GetCustomers()
        {
            List&lt;Customer&gt; customers = new List&lt;Customer&gt;();
            customers = new List&lt;Customer&gt;();
            customers.Add(new Customer { FirstName = ""Jim"", LastName = ""Smith"", NumberOfContracts = 23 });
            customers.Add(new Customer { FirstName = ""Jane"", LastName = ""Smith"", NumberOfContracts = 22 });
            customers.Add(new Customer { FirstName = ""John"", LastName = ""Tester"", NumberOfContracts = 33 });
            customers.Add(new Customer { FirstName = ""Robert"", LastName = ""Smith"", NumberOfContracts = 2 });
            customers.Add(new Customer { FirstName = ""Hank"", LastName = ""Jobs"", NumberOfContracts = 5 });
            return customers;
        }
    }
}
</code></pre>
","4639","Edward Tanguay","4639","Edward Tanguay","2009-03-31 09:04:12","2009-03-31 18:13:37","How can I connect the ModelView to the Model in this Silverlight MVVM example?","<silverlight><mvvm>","1","0","","",""
"700631","1","700774","","2009-03-31 08:49:32","","0","1571","<p>I need to report progress changed. Consider the following code:</p>

<pre><code>Public Class Calculator
  Public Event CalculationProgress (ByVal sender As Object, ByVal e As MyCalculationProgressEventArgs)
Public Function Calculate(..)..
' Perform calculation here ...
' Reporting proggress
Dim args As New MyCalculationProgressEventArgs(myobj, myValue)
  RaiseEvent CalculationProgress (Me, args)
...
End Class
</code></pre>

<p>*** Another class </p>

<pre><code>Private WithEvents calculator As Calculator

Private Function PerformCalculation(ByVal obj As Object) As CalcParams
Dim params As CalcParams = CType(obj, CalcParams)
calculator = GetCalculator()
....
Return params.result = calculator.Calculate
End Function

Private Sub calculationWorker_DoWork(ByVal sender As Object, ByVal e As DoWorkEventArgs) _
Handles calculationWorker.DoWork
  Dim calcResult As MyType = PerformCalculation(CType(e.Argument, MyType ))
  e.Result = calcResult
End Sub

Private Sub calculationWorker_ProgressChanged(ByVal sender As Object, ByVal e As ProgressChangedEventArgs) _
Handles calculationWorker.ProgressChanged
     CType(Parent.Parent, MainWindow).pbcCurrentProgress.Value = e.ProgressPercentage
End Sub
</code></pre>

<p>How and where should I subscribe to CalculationProgress event to call  </p>

<pre><code> calculationWorker.ReportProgress(MyCalculationProgressEventArgs.Percent)
</code></pre>

<p>?</p>
","61856","Alexander","746010","","2012-01-28 23:16:50","2012-01-28 23:16:50","How To Report Progress Changed vb.net?","<vb.net><reporting><progress>","2","0","","",""
"700635","1","700645","","2009-03-31 08:50:01","","3","1497","<p>I have a date such as April,1,2009. I want to know what the weekday is, i.e. whether April 1 is a Monday, Tuesday etc. Likewise I want to check weekday of each day in the month of April.</p>
","42348","","22656","Jon Skeet","2009-03-31 08:54:15","2009-03-31 13:17:53","To check weekday of a month","<c#><date><calendar>","3","0","1","",""
"700648","1","700664","","2009-03-31 08:53:53","","9","12375","<p>I am trying to select data containing four percentage signs in a row. How can I escape the percentage signs so my LIKE condition works?</p>

<p>Thanks</p>
","23447","nearly_lunchtime","","","","2009-03-31 09:06:06","Escape percentage sign DB2 SQL","<sql><db2>","1","1","1","",""
"700655","1","700718","","2009-03-31 08:55:46","","6","2229","<p>Yes, <strong>two hated constructs combined</strong>. Is it as bad as it sounds or can it be seen as a good way to control usage of goto and also provide a reasonable cleanup strategy?</p>

<p>At work we had a discussion about whether or not to allow goto in our coding standard. In general nobody wanted to allow free usage of goto but some were positive about using it for cleanup jumps. As in this code:</p>

<pre><code>void func()
{
   char* p1 = malloc(16);
   if( !p1 )
      goto cleanup;

   char* p2 = malloc(16);
   if( !p2 )
      goto cleanup;

 goto norm_cleanup;

 err_cleanup:

   if( p1 )
      free(p1);

   if( p2 )
      free(p2);

 norm_cleanup:
}
</code></pre>

<p>The abovious benefit of such use is that you don't have to end up with this code:</p>

<pre><code>void func()
{
   char* p1 = malloc(16);
   if( !p1 ){
      return;
   }

   char* p2 = malloc(16);
   if( !p2 ){
      free(p1);
      return;
   }

   char* p3 = malloc(16);
   if( !p3 ){
      free(p1);
      free(p2);
      return;
   }
}
</code></pre>

<p>Especially in constructor-like functions with many allocations this can sometimes grow very bad, not the least when someone has to insert something in the middle.</p>

<p>So, in order to be able to use goto, but still clearly isolate it from being used freely, a set of flow controlling macros was created for handling the task. Looks something like this (simplified):</p>

<pre><code>#define FAIL_SECTION_BEGIN int exit_code[GUID] = 0;
#define FAIL_SECTION_DO_EXIT_IF( cond, exitcode ) if(cond){exit_code[GUID] = exitcode; goto exit_label[GUID];}
#define FAIL_SECTION_ERROR_EXIT(code) exit_label[GUID]: if(exit_code[GUID]) int code = exit_code[GUID];else goto end_label[GUID]
#define FAIL_SECTION_END end_label[GUID]:
</code></pre>

<p>We can use this as follows:</p>

<pre><code>int func()
{
   char* p1 = NULL;
   char* p2 = NULL;
   char* p3 = NULL;

   FAIL_SECTION_BEGIN
   {
      p1 = malloc(16);
      FAIL_SECTION_DO_EXIT_IF( !p1, -1 );

      p2 = malloc(16);
      FAIL_SECTION_DO_EXIT_IF( !p2, -1 );

      p3 = malloc(16);
      FAIL_SECTION_DO_EXIT_IF( !p3, -1 );
   }
   FAIL_SECTION_ERROR_EXIT( code )
   {
      if( p3 ) 
         free(p3);

      if( p2 ) 
         free(p2);

      if( p1 ) 
         free(p1);

      return code;
    }
    FAIL_SECTION_END

  return 0;
</code></pre>

<p>It looks nice, and comes with many benefits, BUT, are there any drawbacks we should be thinking about before rolling this out into development? It is after all very flow controlling and goto:ish. Both are discouraged. What are the arguments for discouraging them in this case?</p>

<p>Thanks.</p>
","7891","R.A","7891","R.A","2009-04-01 09:10:16","2009-04-23 03:31:34","Flow controlling macros with 'goto'","<c><error-handling><coding-style><goto><flow-control>","9","5","","",""
"700657","1","","","2009-03-31 08:56:54","","6","9100","<p>If there is a button that I have read/write access on from my AWS account, is there any way to get the CanonicalUser id of the owner?</p>

<p>Reading the ACL Policy seems to be impossible unless you are the owner : /.</p>
","62383","the_undefined","52551","","2009-06-27 07:46:54","2017-06-06 21:16:48","Find S3 Bucket Owner","<amazon-s3><amazon-web-services><owner><buckets>","2","0","","",""
"700658","1","701307","","2009-03-31 08:58:01","","4","57371","<p>I have a sceanrio where i need to retreive values from different sub queries based on a condition in a main select statement. i was trying to use Case, but the problem is that Case does not support multiple columns. Is there any work around to this, or is there any other way to acheive this.</p>

<p>My scenario in a simplified query</p>

<pre><code>select col1,col2,
case when col3='E01089001' then 
        (select 1,3 from dual)
    else
        (select 2,4 from dual)
end
from Table1
where col1='A0529';
</code></pre>
","50853","Dinesh Manne","","","","2011-06-16 23:03:12","returning multiple columns using Case in Select Satement in Oracle","<oracle>","5","0","2","",""
"700661","1","700691","","2009-03-31 08:59:21","","0","553","<p>read a lot about DataAdapter, DataTable ,.. to reach to this code, in the Save Button:</p>

<pre><code>'insert new row
ds.Tables(""Employees"").Rows.Add(ENumTxt.Text, ENameTxt.Text, EPosTxt.Text,  
  EAgeTxt.Text, ESalTxt.Text, EPhonTxt.Text, EAdrsTxt.Text)
'save changes
ds.AcceptChanges()
Try
  If ds.HasChanges Then
    Dim AffectedDS As DataSet = ds.GetChanges(DataRowState.Added)
    'im ComBuilder As New OleDb.OleDbCommandBuilder(da)
    da.InsertCommand = ComBuilder.GetInsertCommand
    da.Update(AffectedDS, ""Employees"")
  End If
Catch e1 As OleDb.OleDbException
  MessageBox.Show(e1.Message)
End Try
</code></pre>

<p>===============================================================================
Then I tried this:</p>

<pre><code>Dim cb As New OleDb.OleDbCommandBuilder(da)
' Insert a new record in the DataSet
Dim r As DataRow = ds.Tables(""Employees"").NewRow()
r(""EID"") = ENumTxt.Text
r(""EName"") = ENameTxt.Text
r(""Age"") = EAgeTxt.Text
r(""Salary"") = ESalTxt.Text
r(""EPhone"") = EPhonTxt.Text
r(""EAddress"") = EAdrsTxt.Text
ds.Tables(""Employees"").Rows.Add(r)

' Insert the record even in the database
da.Update(ds.Tables(""Employees"").GetChanges())
' Align in-memory data with the data source ones
ds.AcceptChanges()
</code></pre>

<p>==========</p>

<p>In run time, i got the same error message for both cases</p>

<pre><code>""Syntax error in INSERT INTO statement""
</code></pre>

<p>Please give me some guidlines to fix this error.</p>
","81075","mozon","18061","Gamecat","2009-03-31 09:10:20","2009-03-31 09:10:20","Adding a record to an access database, Where is the error in this code?","<vb.net><ado.net><insert>","2","1","","",""
"700669","1","","","2009-03-31 09:01:17","","3","2006","<p>The advantage of using generics is that it increases the type safety - you can only put in the correct type of thing, and you get out the correct type without requiring a cast. The only reason I can think of for not using generic collections is that you need to store some arbitrary data. Am I missing something? What other reasons are there to not use generics when dealing with collections?</p>
","3146","1800 INFORMATION","102937","Gortok","2013-08-12 21:42:50","2017-01-25 08:36:24","When would you not use Generic Collections?","<c#><.net><generics>","8","2","","",""
"700671","1","700995","","2009-03-31 09:01:29","","1","360","<p>I've looked around, and not found much documentation on this, so I thought I'd ask where all the experts hang out.</p>

<p>I would like to create a new start page, with bug tracking and source control interfaces, rather than the standard MSDN feed.  I seem to remember that one can do more than just supply a different URL, but can actually implement a component to run as the start page, which needn't use web content.  I may be wrong.  Can anyone please give me some tips?</p>
","8741","ProfK","","","","2009-04-01 04:25:18","How do I write a custom start page for VS 2008?","<visual-studio>","3","0","","",""
"700672","1","700689","","2009-03-31 09:01:31","","4","5000","<p>when a user searches from google and lands on our site from the results he/she was shown in the results page, is there a way for my site to detect that he came from google?</p>
","24744","lock","","","","2013-01-30 03:08:47","how do you detect if your website visitor came from a google search result?","<php><html>","6","0","2","",""
"700675","1","","","2009-03-31 09:02:38","","0","1377","<p>Just bought Flash CS4 Pro, and for some reason the font sizing is no default Points not Pixels. I can't see anywhere to change this. Anyone got any ideas?</p>

<p>Regards</p>
","","sparkyfied","","","","2011-06-06 11:23:57","Changing font values from PT to PX in Flash CS4","<flash><user-interface><properties><flash-cs4>","1","0","","",""
"700680","1","700694","","2009-03-31 09:03:20","","2","465","<p>It's often the case when I need to check a method's arguments for not being null, something like:</p>

<pre><code>public static bool operator &lt;= 
    (ApplicationVersion i_app1, ApplicationVersion i_app2)
{ 
    if (i_app1 == null) throw new ArgumentNullException(""i_app1"");
    if (i_app2 == null) throw new ArgumentNullException(""i_app2"");
    [...]
}
</code></pre>

<p>Is there a way to do this (semi)automatically, like Code snippets? Autocomplete? Resharper?</p>
","11545","Cristi Diaconescu","","","","2009-03-31 09:06:55","VS: Automatic ""ArgumentNull' check?","<.net><visual-studio><autocomplete><code-generation><resharper>","2","0","","",""
"700681","1","1631302","","2009-03-31 09:03:31","","3","3987","<p>I've got a UserControl that contains a menu.  I need to bind the Menu.Icon to a property of the UserControl but it's not working.</p>

<p>The code starts like this - </p>

<pre><code>        &lt;Border Grid.Row=""0""&gt;            
        &lt;DockPanel&gt;
            &lt;Image x:Name=""testImage"" Height=""16"" Width=""16"" Source=""{Binding ElementName=UC,Path=AddImage}""/&gt;
            &lt;Menu DockPanel.Dock=""Left"" Height=""20""
              VerticalAlignment=""Center""&gt;
                &lt;MenuItem Header=""{Binding ElementName=UC,Path=AddText}""&gt;
                    &lt;MenuItem.Icon&gt;
                        &lt;!--&lt;Image x:Name=""workswhenin"" Height=""16"" Width=""16"" Source=""pack://application:,,/Kowdox;component/Images/UserIcons/user_add.png""/&gt;--&gt;

                        &lt;Image x:Name=""realImage"" Height=""16"" Width=""16""
                        Source=""{Binding ElementName=UC,Path=AddImage}""/&gt;
                    &lt;/MenuItem.Icon&gt;
                &lt;/MenuItem&gt;
</code></pre>

<p>The first Image you see declared (testImage) works perfectly so I'm happy that the binding is correct.  The second Image (commented out and named 'workswhenin') contains the pack URI that I'm passing to the UserControls bound property and that works too but the third one (realImage) doesn't appear at all!  </p>

<p>I can't see ANY reason why it shouldn't work; i know the binding is good and i know that the image's placement in the markup is good so what's going on?</p>

<p>Any help will be greatly appreciated.
Thanks in advance.</p>
","5559","Stimul8d","","","","2012-11-07 18:16:04","WPF - Binding to a Menu Icon","<.net><wpf><binding><menu>","1","0","","",""
"700685","1","","","2009-03-31 09:04:33","","-1","949","<p>I am trying to install VMWare ESXi 3.5 on a DELL GX280 machine which has SATA configurations. As ESXi doesn't support SATA, i am not able to proceed.</p>

<p>I could able to install on IDE (which is also not supported) by making some changes.
Is there a way to install on SATA as well??</p>

<p>Please let me know if anyone has tried it.</p>

<p>Thanks,
Shwetha</p>
","","Shwetha","592","sascha","2009-04-01 00:33:17","2010-12-26 04:52:10","VMWare ESXi Server 3.5","<vmware><esxi>","2","0","","",""
"700686","1","700740","","2009-03-31 09:04:59","","3","22278","<p>I'm trying to load a xml document into an object XPathDocument in C#.
My xml documents include this line:
trés dégagée + rade
and when the parser arrives there it gives me this error:
""An error occurred while parsing EntityName""
I know that's normal cause of the character ""é"". Does anybody know how can I avoid this error... My idea is to insert into the xml document an entities declaration and after replace all special characters with entities...but it's long and I’m not sure if it's working. Do you have other ideas? Simpler?
Thanks a lot</p>
","61652","","","","","2009-03-31 12:44:02","An error occurred while parsing EntityName","<c#><xml><parsing>","2","1","2","",""
"700697","1","","","2009-03-31 09:07:07","","0","2385","<p>I have a problem with my jboss configuration on eclipse ide :<br>
I had to change the Jboss configuration in jboss-service.xml because the default port used was already in use (1099 port).<br>
A server configuration change on eclipse wasn't taken into account : It seems to me that jndi port in server properties isn't taken into account on start action.<br>
So I 've modified jboss-service.xml in JBOSS/default/conf repository. </p>

<pre><code>&lt;code&gt;
   &lt;!-- ==================================================================== --&gt;
   &lt;!-- JNDI                                                                 --&gt;
   &lt;!-- ==================================================================== --&gt;

   &lt;mbean code=""org.jboss.naming.NamingService""
      name=""jboss:service=Naming""&gt;
      &lt;!-- The listening port for the bootstrap JNP service. Set this to -1
        to run the NamingService without the JNP invoker listening port.
      --&gt;
      &lt;attribute name=""Port""&gt;1199&lt;/attribute&gt;
      &lt;!-- The bootstrap JNP server bind address. This also sets the default
      RMI service bind address. Empty == all addresses
       --&gt;
      &lt;attribute name=""BindAddress""&gt;${jboss.bind.address}&lt;/attribute&gt;
      &lt;!-- The port of the RMI naming service, 0 == anonymous --&gt;
      &lt;attribute name=""RmiPort""&gt;1198&lt;/attribute&gt;
      &lt;!-- The RMI service bind address. Empty == all addresses
       --&gt;
      &lt;attribute name=""RmiBindAddress""&gt;${jboss.bind.address}&lt;/attribute&gt;
   &lt;/mbean&gt;

   &lt;mbean code=""org.jboss.naming.JNDIView"" 
        name=""jboss:service=JNDIView""
        xmbean-dd=""resource:xmdesc/JNDIView-xmbean.xml""&gt; 
   &lt;/mbean&gt;
&lt;/code&gt;
</code></pre>

<p>This change is well taken into account on JBoss start but I can't stop it normally. The stop action keep 1099 port, so it kills the java process instead of stopping the server.</p>

<p>Configuration : JBoss 3.2.5 and eclipse 3.4.0</p>
","","","6309","VonC","2009-03-31 12:43:14","2010-03-07 16:00:05","Jboss configuration on Eclipse 3.4 : stopping issue","<java><eclipse><jboss>","2","0","","",""
"700698","1","700929","","2009-03-31 09:07:07","","21","16641","<p>I struggle to show a second form above the main form without losing focus.</p>

<p>I have tried <code>ShowWindow(second.handle, SW_SHOWNOACTIVATE)</code>, but the mainform loses focus.
If I set <code>Visible := false</code> on the second window, the call to <code>ShowWindow</code> does not activate the second form, but the windows is empty when shown...</p>

<p>Does anyone have a good recipe for this?</p>

<p>UPDATE: What I'm trying to do, is showing a notify-window at a given event. It's crucial that the main form does not lose focus at any time. </p>
","11956","Vegar","23368","Vegar","2010-05-17 08:48:33","2016-05-17 10:01:27","Delphi: Show window without activation","<delphi><focus><window>","7","1","11","",""
"700706","1","897168","","2009-03-31 09:08:40","","2","6781","<p>I have a DataTable with 3 columns (a,b,c) and a docx file with the corresponding MailMerge fields set up. What I'd like to do is perform a Mail Merge on the document with the data.</p>

<p>Presume that you can write to the hard disk (if you need to create a csv etc for doing the merge etc), you <em>don't</em> have word, excel etc, Open XML SDK <em>is</em> installed, but equally we can install anything else. </p>

<p>In terms of the answer, converting the input data to whatever is needed isn't really a problem, the problem is <em>how</em> to perform a mail merge in the Open XML SDK (or other FREE API).</p>

<p>As a side note, the output should be one file with n pages (where n is the number of rows in the data), i.e. not n documents (though I don't mind if the merge of documents is done at the end).</p>

<p>(I should add, I'm not tied to the MailMerge concept, being able to just do a replace for example would work - though obviously that then requires merging the files together at the end...)</p>
","2266","Chris","2266","Chris","2014-10-20 10:18:30","2014-10-20 10:18:30","Mail Merge using the Open XML SDK","<c#><openxml><mailmerge>","1","0","","",""
"700709","1","707119","","2009-03-31 09:09:17","","2","1351","<p>I tried sqlite, 
by using multi-thread, only one thread can update db at the same time..
I need multi-thread updating the db at same time.
Is there are any DB can do the job? </p>

<p>ps: I use delphi6.</p>

<hr>

<p>I found that sqlite can support multi-threading, </p>

<p>But in my test of asgsqlite, when one thread inserting, others will fail to insert.</p>

<p>I'm still in testing.</p>
","73048","linjunhalida","73048","linjunhalida","2009-04-01 00:40:22","2009-04-01 20:03:34","Are there any local DB that support multi-threading?","<database><multithreading><delphi>","8","0","1","",""
"700712","1","","","2009-03-31 09:09:51","","0","472","<p>I recently received as a new task to maintain and improve existing code written in C++ with MS Visual Studio. The code builds into an exe file (not a dll). I would like to add unit tests for the code and the problem I encountered is how to organize my testing projects. Basically I want to have 2 projects, one would be the original project I received and the second the testing project.</p>

<p>I saw on the Internet that usually when the subject being tested is built into a dll it's quite easy you have to statically link in your testing project the lib built from the main project and you have access to the function being tested. But how can this be done when the subject under test is an exe file?</p>
","7037","Citrone","","","","2011-04-05 09:57:44","Organizing unit testing for existing code","<unit-testing>","2","0","","",""
"700720","1","1095038","","2009-03-31 12:33:14","","0","7790","<p>Is there some way to replicate rails' ""link-to-unless-current""?</p>

<p>Ie. if i have a list of links in my navigation, and I want to mark the current page with a different css style (or even have it be plain text, not a link)?</p>

<p>Now I just made a method in my action-class (getPage()) which returns a name that I assign for each action, and test for that when building my navigation... Works but not pretty, and I have to manually set the page name (couldn't struts somehow automaticalyy get it from the context).</p>

<p>Using Struts 2, Tiles, JSP + Struts taglibs.</p>
","13709","Frontline","","","","2009-07-07 21:47:13","Creating navigation links in Struts 2","<struts2>","1","0","0","",""
"700723","1","700861","","2009-03-31 12:35:23","","0","2167","<p>How can I make my C# application the default ""Print Screen"" handler in Windows?</p>

<p>I wrote a screen capturing utility and I want to, ideally, have it replace the default print-screen handler, or otherwise have a unique key combination that would trigger it.</p>

<p>I know how to do it in C++ using global hooks, etc., but it's not clear to me how this can be done in .Net. Also, if there's a way of doing it without using a memory resident application that would be super.</p>
","11208","Assaf","","","","2009-03-31 13:10:19","Handling print-screen globally in Windows by a .Net application","<c#><.net><keyboard-shortcuts>","2","0","1","",""
"700727","1","701019","","2009-03-31 12:37:33","","0","887","<p>I'm using C# to create a non standard shape WPF window, and because of some problems with ""<em>AllowTransparency=True</em>"", I used <strong>CreateRoundRectRgn</strong>, <strong>CreateEllipticRgn</strong> and <strong>SetWindowRgn</strong> win32 API <a href=""http://www.codeproject.com/KB/GDI/rgnguide.aspx"" rel=""nofollow noreferrer"">Region functions</a>, but there's a problem cause the edges are not smooth as you can see in the picture here <a href=""http://img17.imageshack.us/img17/206/sampley.png"" rel=""nofollow noreferrer"">http://img17.imageshack.us/img17/206/sampley.png</a>:</p>

<p><a href=""http://img17.imageshack.us/img17/206/sampley.png"" rel=""nofollow noreferrer"">alt text http://img17.imageshack.us/img17/206/sampley.png</a></p>

<p>How can I achieve antialiasing for the edges to look more smooth ? </p>
","71274","Ayman","71274","Ayman","2009-03-31 14:01:24","2009-11-25 11:00:04","non standard shape antialiased WPF window","<c#><.net><wpf><antialiasing><region>","1","0","1","",""
"700731","1","702007","","2009-03-31 12:40:45","","18","12520","<ul>
<li>linux: <code>$HOME/.config</code></li>
<li>windows: <code>%APPDATA%</code></li>
<li>mac os: <code>$HOME/.config</code></li>
</ul>

<p>It can be set using <a href=""http://qt-project.org/doc/qt-4.8/qsettings.html#setPath"" rel=""noreferrer"">http://qt-project.org/doc/qt-4.8/qsettings.html#setPath</a>, but it seems as I am not able to retrieve it.</p>

<p><a href=""http://qt-project.org/doc/qt-4.8/qlibraryinfo.html#location"" rel=""noreferrer"">http://qt-project.org/doc/qt-4.8/qlibraryinfo.html#location</a> <code>QLibraryInfo::LibrariesPath</code> returns the system wide settings dir, which is not what I want.</p>

<p>Any ideas, or do I have to code it separately for each platform?</p>

<p>€: I want to create a sub directory, and store files into it. (You may punish me if this is a bad idea)</p>
","14114","hydroes","89435","hydroes","2013-11-16 21:00:50","2014-09-27 19:08:44","Qt4.4 how to get the user settings path","<c++><qt>","7","0","3","",""
"700735","1","","","2009-03-31 12:42:40","","2","525","<p>I work in a department where people create (or select) algorithms that they implement in small-sized software to optimize some field-related objectives. Most of my colleagues know more about mathematical modelling and solvers than about programming.</p>

<p>I personally have a few years of experience developping C++ class templates. I pretty much know how to design class templates that represent algorithms but i can't design every piece of software that my colleagues write (not enough time, not enough interest).</p>

<p>My goal is therefore to try and teach my colleagues how to turn the functionalities and algorithms they think about into class templates. Template arguments would either be structure types or policy classes. I feel that i need to come up with a set of ""do/don't"" rules but i can't seem to be able to invent them. </p>

<p>To me, the objective of a good class template design is to maximize readability.</p>

<p>Do you personally have rules to design good class templates ?
Is there a right process from functionality description to class template design ?</p>

<p><strong>EDIT</strong></p>

<p>Yes, it is difficult to get people to program using templates. I am working on it and developping a framework to make template instantiation as graphical as possible, and guidelines (and providing daily help) to make template programming as easy as possible. But the question here is only about designing, which i consider to be a completely different issue.</p>
","31640","Beno&#238;t","31640","Beno&#238;t","2009-03-31 13:08:43","2009-03-31 13:08:43","Are there generic rules to design good class templates?","<c++><design><templates>","2","4","1","",""
