Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"710845","1","1835698","","2009-04-02 17:49:06","","3","1109","<p>Every time I want to take a subset of a patch, I'm forced to write a script to only extract the indices that I want. </p>

<p>e.g. I have a patch that applies to sub directories
'yay' and 'foo'.</p>

<p>Is there a way to create a new patch or apply only a subset of a patch?  i.e. create a new patch from the existing patch that only takes all indices that are under sub directory 'yay'. Or all indices that are not under sub directory 'foo'</p>

<p>If I have a patch like  ( excuse the below pseudo-patch):</p>

<pre><code>Index : foo/bar
 yada
 yada
- asdf
+ jkl
 yada
 yada
Index : foo/bah
 blah
 blah
- 28
+ 29
 blah
 blah
 blah
Index : yay/team
 go
 huskies
- happy happy
+ joy joy
 cougars
 suck
</code></pre>

<p>How can I extract or apply only the 'yay' subdirectory like:</p>

<pre><code>Index : yay/team
 go
 huskies
- happy happy
+ joy joy
 cougars
 suck
</code></pre>

<p>I know if I script up a solution I'll be re-inventing the wheel...</p>
","20712","Ross Rogers","","","","2010-01-27 16:42:51","How does one extract a unified-diff style patch subset?","<diff><patch>","3","0","0","",""
"710846","1","722824","","2009-04-02 17:49:06","","0","1823","<p>I'm showing a modal dialog via ""window.showModalDialog(..."" which happens in a vbscript function (the page shown is aspx). I'd like to do some resizing of the window based on the number of rows in a datatable that's coming back. So naturally I go to register a startup script that resizes the window based on the number of rows. Well, that didn't work, so I tried to register a script that just showed a msgbox. </p>

<p>The code looks like (in the OnLoad event handler): </p>

<pre><code> if (!this.ClientScript.IsStartupScriptRegistered(typeof(MyPageClassName), ""hello""))
        {
            this.ClientScript.RegisterStartupScript(typeof(MyPageClassName), ""hello"",
                    @""&lt;script language=vbscript&gt;
                        sub fnWindowOnLoad()
                            MsgBox """"hello""""
                        end sub
                        &lt;script&gt;"", false);
        }
        if (!this.ClientScript.IsStartupScriptRegistered(typeof(MyPageClassName), ""hello""))
        {
            throw new Exception(""Failed to load script"");
        }
</code></pre>

<p>To me it looks like this should work and show a message box that says ""hello"" when the page loads (I've got the window's onload event set to fnWindowOnLoad). But what happens is nothing, no exception, no alert. I've tried every Type I could think of in the typeof call. Nothing seems to work. The only thing I can think of is that since the dialog is a modal ClientScript.RegisterStartupScript won't run properly. But that doesn't make any sense to me. </p>

<p>I put the MsgBox ""hello"" call into my script block directly and the alert showed, so it's possible. But I need to modify some arguments in the code behind so I have to use RegisterStartupScript as far as I can tell. </p>
","30946","jcollum","28260","Keltex","2009-04-02 18:15:04","2009-04-06 19:32:54","does showModalDialog interfere with ClientScript.RegisterStartupScript?","<asp.net><showmodaldialog>","2","0","","",""
"710852","1","2383162","","2009-04-02 17:50:18","","21","31270","<p>I would like to upload files just like google mail does. I would want to use jQuery and PHP to do it is there anyway of getting the progressbar etc.?</p>

<p>Here I added a video of how google does it. <a href=""http://dl.getdropbox.com/u/5910/Jing/2009-04-02_1948.swf"" rel=""noreferrer"">http://dl.getdropbox.com/u/5910/Jing/2009-04-02_1948.swf</a></p>

<p>No flash, no perl or cgi please..</p>

<p>I guess I can live without the progressbar now I am actually searching for information about jquery plugins or just what things I would need to look at</p>
","19929","Thomaschaaf","19929","Thomaschaaf","2009-04-03 08:48:52","2013-04-22 16:49:23","Gmail like file upload with jQuery","<php><ajax><jquery>","10","2","22","",""
"710853","1","710882","","2009-04-02 17:51:05","","13","101923","<p>I keep getting a Base64 invalid character error even though I shouldn't.</p>

<p>The program takes an XML file and exports it to a document. If the user wants, it will compress the file as well. The compression works fine and returns a Base64 String which is encoded into UTF-8 and written to a file.</p>

<p>When its time to reload the document into the program I have to check whether its compressed or not, the code is simply:</p>

<pre><code>byte[] gzBuffer = System.Convert.FromBase64String(text);
return ""1F-8B-08"" == BitConverter.ToString(new List&lt;Byte&gt;(gzBuffer).GetRange(4, 3).ToArray());
</code></pre>

<p>It checks the beginning of the string to see if it has GZips code in it.</p>

<p>Now the thing is, all my tests work. I take a string, compress it, decompress it, and compare it to the original. The problem is when I get the string returned from an ADO Recordset. The string is exactly what was written to the file (with the addition of a ""\0"" at the end, but I don't think that even does anything, even trimmed off it still throws). I even copy and pasted the entire string into a test method and compress/decompress that. Works fine.</p>

<p>The tests will pass but the code will fail using the exact same string? The only difference is instead of just declaring a regular string and passing it in I'm getting one returned from a recordset.</p>

<p>Any ideas on what am I doing wrong?</p>
","74022","Brandon","74022","Brandon","2009-04-02 19:24:51","2018-03-16 10:58:27","Base64 String throwing invalid character error","<c#><string><ado.net><base64><invalid-characters>","5","6","2","",""
"710856","1","710944","","2009-04-02 17:51:57","","1","7231","<p>Can I have a data contract of this shape??</p>

<pre><code>[DataContract]

public class YearlyStatistic{

[DataMember]
public string Year{get;set;}

[DataMember]
public string StatisticName {get;set;}

[DataMember]
public List&lt;MonthlyStatistic&gt; MonthlyStats {get;set}
};
</code></pre>

<p>I am assuming here that class MonthlyStatistic will also need to be a DataContract. Can you do this in a web service? </p>
","37494","Perpetualcoder","37494","Perpetualcoder","2009-04-02 19:26:22","2010-02-28 04:50:28","How do you send complex objects using WCF? Does it work? Is it good?","<wcf><data-binding><datacontract>","3","0","1","",""
"710857","1","","","2009-04-02 17:52:29","","0","296","<p>I'm using the jquery plugin <a href=""http://abeautifulsite.net/notebook/58"" rel=""nofollow noreferrer"">jqueryFileTree</a> with the PHP connector (slightly modified to give directories individual classes) to show the contents of a directory. I want to, however, hide all file extensions. Has anyone done something similar? I can think of one or two ways of implementing it but they seem overly-complicated... </p>

<p>Is there a relatively simple way of doing this in PHP?</p>
","","Sean","57752","Eddie","2009-04-02 20:48:03","2009-04-03 00:58:31","How can I hide file extensions in PHP?","<php><jquery>","2","0","0","",""
"710859","1","734113","","2009-04-02 17:53:07","","12","9353","<p>Our application often connects to different king of back-ends over web services, MQ, JDBC, proprietary (direct over socket) and other kids of transport. We already have a number of implementations that let us connect from our application to these back-ends and while all of these implementations implement the common java interface, they do not share anything else. </p>

<p>We have realized that there are signification portions of code that are common for all of these particular connector implementations and we have decided to streamline the development of future connectors through one universal connector. This connector will be capable of formatting messages to a format expected by back-end and sending them using the available transport mechanism. For example: fixed-length message format over MQ or over socket. </p>

<p>One of the dilemmas we are facing is the most appropriate technology for this kind of connector. So far, our connectors were basic java classes that implement the common java interface. Since we generally host our applications in some Java EE application server, it seems that Java Connector Architecture would be the most appropriate technology for this piece of software. However, implementing JCA compliant connector seems to be relatively complex. What are the palpable benefits of going with the standard – JCA and do benefits justify additional effort?</p>
","68473","Dan","472792","Dan","2013-05-04 17:07:26","2013-05-04 17:08:09","What are the benefits of JCA?","<java><java-ee><backend><connector><jca>","5","1","7","",""
"710863","1","","","2009-04-02 17:53:42","","357","127330","<p>Anyone have experience for both?  How do they stack up against each other?</p>

<p>We are planning on using one of them for logging in an enterprise application.</p>

<p>References:</p>

<p><a href=""http://logging.apache.org/log4net/index.html"" rel=""noreferrer"">log4net</a></p>

<p><a href=""http://www.nlog-project.org/"" rel=""noreferrer"">nlog</a></p>

<p>EDIT: We have no existing dependencies to either nlog or log4net.</p>
","1200558","Greg Dean","1200558","Greg Dean","2009-04-02 18:04:38","2015-07-07 07:25:18","log4net vs. Nlog","<log4net><nlog>","15","6","166","",""
"710869","1","711244","","2009-04-02 17:54:58","","0","285","<p>My problem is this: I am getting a TFS build failure that I have tracked back to what appears to be a missing Registry key under SOFTWARE\Microsoft\VisualStudio\9.0Exp.</p>

<p>This machine had the VS SDK 1.1 installed via a command line: msiexec vsski.msi</p>

<p>So, I am guessing that I need to pass some properties to the msiexec to tell it that it should install some component which isn’t getting installed by default – is this correct? If so, can anyone point me to the correct property?</p>

<p>msiexec vssdk.msi WHATPROPERTY=”I want to control the which components are installed”</p>

<p>Or am I off track here?</p>
","58644","","","","","2009-04-02 19:33:06","What are the VS SDK 1.1 MSI Installer Properties?","<visual-studio><sdk><installation><windows-installer>","1","0","","","2009-04-02 17:54:58"
"710890","1","722569","","2009-04-02 18:03:13","","29","24230","<p><strong>Issue:</strong> Just started today, all references to any assembly outside of the solution fail to resolve, with <code>The referenced component 'SomeComponent' could not be found.</code> when trying to build.  This happens for both 3rd party components (all 15 or so of them) as well as all .NET Framework assemblies - basically anything that isn't another project in the same solution.</p>

<p>Trying to load some other solutions produced the same issue. Creating a new WinForms project worked without a problem, however. (Scratch that, it worked before reinstalling VS, now that doesn't work either. I created a new WinForms app as well as a WPF app, and the designer can't load the assemblies either. I tried targetting 3.5 and 2.0 and no luck.)</p>

<p><strong>Things I've tried:</strong> </p>

<ul>
<li>Repair Visual Studio installation</li>
<li>Rebooting computer</li>
<li>Started VS with /resetsettings flag</li>
<li>System Restore to 2 days ago when it was known to be working</li>
<li>Uninstalling VS and reinstalling</li>
<li>Fresh checkout from SVN</li>
</ul>

<p>Does anyone have any experience with this and know of a way to get this working again?  My strongest Google-fu has failed me, so I'm asking here.  Can mark community wiki if requested.</p>

<p>Update:
I tried ""upgrading"" Windows (to the same version) since I didn't see a repair option for Vista and it's still a no-go. I reinstalled everything that seemed relevant. So far, it's looking like I'm just gonna have to back up and reformat I guess unless a solution comes up sometime before tomorrow.</p>

<p>Update2:
I just backed up data and reformatted, so I'm no longer able to verify any ideas that I haven't tried yet, so I'll just leave the bounty to expire on its own to the top voted answer and as a reference to anyone else who may have this problem later.</p>
","23822","Davy8","7680801","","2018-11-27 09:37:37","2018-11-27 09:37:37","The referenced component 'System' could not be found. (or any other component for that matter)","<visual-studio><visual-studio-2008>","11","11","5","",""
"710896","1","711711","","2009-04-02 18:05:07","","7","3066","<p>I am looking to build a PC box that can play up to 16 audio files(mp3/wav) out to 16 analog devices(think of it as 16 sets of speakers).  There will be a one to one relationship for audio file to analog output. The solution that is being presented to be hardware wise is to use multiple sound cards, so my question is, is there a library available that will let me play an audio file to a specific sound card / channel?</p>
","1629","Robin Robinson","","","","2017-02-05 21:26:13","Multiple audio outputs in .Net","<c#><.net><audio>","3","5","2","",""
"710899","1","712752","","2009-04-02 18:05:42","","2","2274","<p>I'm looking for the best way to run a nightly script that exports a set of
files from a SVN Repository to a local directory. When the export finishes,
copy the contents of the local directory to several remote servers.</p>

<p>This will be a scheduled back job running on a Windows Server 2003 machine.
Remote servers are all on the network, so there's no need for FTP, etc.</p>

<p>Pseudocode would run like this</p>

<pre><code>1. svn export repo localdir (plus some switches)
2. ... wait to make sure export is finished ...
3. robocopy localdir \\remotedir1
4. robocopy localdir \\remotedir2, etc
</code></pre>

<p>I'm very new to writing batch jobs, but I'd like this to be as robust as possible:
- copy doesn't start until export is done
- if copy to remotedir1 fails, script still proceeds copying to remotedir2,3,etc
- is it possible to log problems if there is any trouble at one of the steps?</p>

<p>Any input on what the batch job would look like would be much appreciated!</p>
","1354","AR","","","","2009-04-03 06:46:38","Robust SVN export and copy script?","<svn><batch-file>","2","0","1","",""
"710902","1","710969","","2009-04-02 18:06:28","","7","4160","<p>I want to make a text box in .NET ""glow"" yellow, and then ""fade"" to white (basically, by incrementally increasing the brightness). I think Stackoverflow does this after you've posted an answer. I know that increasing brightness is not all that simple (it's not just uniformly increasing/decreasing RGB), but I'm not sure how to do this.</p>

<p>Perfect color accuracy is not important for this. I am using C#, although VB examples would be just fine, too.</p>

<p><strong>Edit:</strong> This is for Winforms.</p>
","27414","Jon B","164901","Jon B","2010-04-10 19:21:25","2010-04-10 19:21:25","Fade a color to white (increasing brightness)","<c#><.net><winforms><colors><interpolation>","4","0","6","",""
"710903","1","","","2009-04-02 18:06:38","","3","7196","<p>Will NHibernate 2 and\or Fluent Nhibernate work in a medium trust environment. If not are there any work-arounds?</p>
","230","Dan","","","","2010-07-27 01:01:27","NHibernate 2 + Fluent Nhibernate medium trust","<nhibernate><fluent-nhibernate><medium-trust>","1","0","1","",""
"710904","1","","","2009-04-02 18:06:57","","1","614","<p>I want to use NetBeans to build the GUI for my project, but implement the functionality using C code. Is there any way I can make the C code run when a button in the GUI is clicked?</p>
","","cleo pinto","57752","Eddie","2009-04-02 20:56:07","2009-04-02 20:56:07","Can I make a GUI using NetBeans but implement functionality using C?","<c><netbeans6.5>","2","1","1","",""
"710908","1","711670","","2009-04-02 18:08:32","","1","202","<p>I have a custom control</p>

<pre><code>public partial class MyUserControl : UserControl { ... }
</code></pre>

<p>I get 'null' calling</p>

<pre><code>VisualTreeHelper.GetDrawing(this)
</code></pre>

<p>How can I change MyUserControl to return non-null value? Any overloads, or what?</p>

<p>This is not a practical task, just a research.</p>
","62192","alex2k8","305637","Shay Erlichmen","2011-07-29 15:38:28","2011-07-29 15:38:28","How can add a DrawingGroup for MyUserControl","<wpf><user-controls>","1","0","","",""
"710919","1","710945","","2009-04-02 18:09:50","","2","3886","<p>I have an interesting question about the way PHP evaluates boolean expressions.   When you have, for example,</p>

<pre><code>$expression = $expression1 and $expression2;
</code></pre>

<p>or</p>

<pre><code>if ($expression1 and $expression2)
</code></pre>

<p>PHP first checks if <code>$expression1</code> evaluates to <strong><code>true</code></strong>. If this is not the case, then <code>$expression2</code> is simply skipped to avoid unnecessary calculations.  In a script I am writing, I have:</p>

<pre><code>if ($validator-&gt;valid(""title"") and $validator-&gt;valid(""text""))
</code></pre>

<p>I need to have the second statement (<code>$validator-&gt;valid(""text"")</code>) evaluated even if the first one evaluates to false.  I would like to ask you whether there is some easy way to force PHP to always evaluate both statements. Thank you!</p>
","","user86337","57752","Eddie","2009-04-02 21:01:34","2010-08-20 10:28:17","How can I have PHP avoid lazy evaluation?","<php><function><lazy-evaluation><boolean-logic>","6","0","","",""
"710933","1","","","2009-04-02 18:11:51","","3","17062","<p>It is an odd behaviour seen only on Solaris that when I try to copy a symbolic link with the ""<code>cp -R -P</code>"" command to some other folder with a different name, it copies the entire directory/file it's pointing to.</p>

<p>For example:</p>

<pre><code>link -&gt; dir

cp -R -P link folder/new_link
</code></pre>
","83813","kadeshpa","246310","Eddie","2012-05-05 06:26:17","2014-07-23 13:17:21","How do I move/copy a symlink to a different folder as a symlink under Solaris?","<solaris><symlink><cp>","4","1","","",""
"710941","1","710994","","2009-04-02 18:13:29","","-1","546","<p>Say you have a table layout like the following:</p>

<p><strong>couses</strong>:</p>

<pre><code>id (INT), 
courseName (VARCHAR)
</code></pre>

<p><strong>instructors:</strong></p>

<pre><code>id (INT),
courseId(INT),
instructor(VARCHAR)
</code></pre>

<p>Create a query which will print the all the courses and if one instructor is present display their name, if two instructors are present print both of their names on the row in sorted order, if more than two instructors are present instead of the instructors names display “committee“. </p>

<p>For instance your output would look something like this </p>

<pre>
    courseId    instructor1        instructor2 
    0           Edward Yourdon  
    1           Edward Dijkstra    Nicholas Wirth 
    2           Comittee    
</pre>

<p>Note: Taken from a questionnaire on <a href=""http://thedailywtf.com/Articles/You-Get-What-You-Ask-For.aspx"" rel=""nofollow noreferrer"">TheDailyWtf</a>. Not a homework question.</p>
","49153","Click Upvote","49153","","2009-04-07 12:19:13","2009-04-07 12:19:13","How would you solve this tricky SQL problem?","<sql><mysql><database>","6","5","","",""
"710943","1","","","2009-04-02 18:13:41","","-1","1853","<p>I'm switching from Tomcat to Glassfish for an app server. Glassfish is so much more complicated its a little overwhelming. Anyway now I'm getting an exception:</p>

<p>java.lang.NullPointerException
    at org.apache.jsp.jsps.login_jsp._jspService(login_jsp.java from :67)</p>

<p>Where tomcat shows you the line number and gives me some information on the stderr or stdout, this just shows the error in the compliled jsp file, which is pretty much useless to me. How can I get it to show more information - at least the line in the JSP throwing the exception?</p>
","17614","Greg","","","","2010-01-08 11:00:03","How do you get glassfish to show debug information for JSPs?","<jsp><tomcat><java-ee><glassfish>","1","0","","",""
"710957","1","710996","","2009-04-02 18:16:58","","33","30964","<p>I'm pretty sure the answer is no, but thought I'd ask anyway.</p>

<p>If my site references a scripted named ""whatever.js"", is it possible to get ""whatever.js"" from within that script? Like:</p>

<pre><code>var scriptName = ???

if (typeof jQuery !== ""function"") {
    throw new Error(
        ""jQuery's script needs to be loaded before "" + 
        scriptName + "". Check the &lt;script&gt; tag order."");
}
</code></pre>

<p>Probably more trouble than it's worth for dependency checking, but what the hell.</p>
","11574","Chris","811","Shog9","2009-04-02 18:35:15","2018-04-06 06:57:17","How might I get the script filename from within that script?","<javascript><html>","11","7","6","",""
"710961","1","710981","","2009-04-02 18:17:20","","0","175","<p>I am currently looking for a quick way to sync my production db and my dev-db.</p>

<p>I was thinking of doing it with something like this :</p>

<pre><code>mysqladmin -u &lt;user&gt; -p&lt;password&gt; &lt;dev-db_name&gt; | mysqldump -u &lt;user&gt; -p&lt;password&gt; --databases &lt;production-db-name&gt; --add-drop-table
</code></pre>

<p>but it seems that it just prints all of the drump on the screen instead of piping it to the mysqladmin util. Would there be any suggestion to improve this ?</p>
","57655","Erick","","","","2009-04-02 18:23:52","MySQL synchronisation between 2 db","<mysql><linux><mysqldump>","2","0","","",""
"710966","1","710997","","2009-04-02 18:18:13","","1","227","<p>On my website users can post comments on a document. Now i want to send a rss feed to the webmasters when a comment is posted. I want the webmaster to be notified like a small pop-up in the right corner of the page. So this is whats happening:</p>

<ol>
<li>User add comment</li>
<li>system checks a webmaster is logged in</li>
<li>if webmaster is logged in; show pop-up in right corner with the title of the comment in it.</li>
</ol>

<p>Do you have any suggestions how to accomplish this?</p>
","40676","Martijn","","","","2009-04-02 18:31:23","ASP C# How to show rss as pop-up?","<c#><rss><pop-up>","2","0","","",""
"710972","1","711081","","2009-04-02 18:19:25","","1","1091","<p>Weird problem here, we're running a few mixed environment web applications, that use Windows or Forms authentication depending on where the user comes from.</p>

<p>I'm curious how everyone else might be handling expired sessions to avoid the errors you would get from someone leaving an idle session open for too long and then trying to resume work, mainly looking for best practices on the subject.</p>

<p>Any suggestions or opinions would be greatly appreciated.</p>

<p>Thanks,</p>
","14045","This Mat","","","","2009-04-02 19:02:29","ASP.NET mixed windows/forms authentication problem with session objects","<asp.net><expired-sessions><mixed-authentication>","2","0","","",""
"710976","1","","","2009-04-02 18:20:52","","0","133","<p>I am building an ASP.Net C# web application that will be using lots of sound files and image files. Considering performance, would it be best to store all files in SQL as image data type and retrieve from the database or store/archive the hard file on the server and store the path in sql? Im curious about the pros and cons - other than the obvious of storage space and manageability.</p>
","86252","Jukeman","3043","Joel Coehoorn","2009-04-02 18:35:22","2011-02-18 21:30:26","Hard file on the server or binary for sound and image files in SQL with ASP.Net application","<asp.net><sql><optimization><file>","2","0","","",""
"710989","1","711082","","2009-04-02 18:23:47","","0","257","<p>I am getting this error:</p>

<blockquote>
  <p>type  Bar does not implement interface IFoo</p>
</blockquote>

<p>From this code:</p>

<pre><code>public interface IFoo
{
   void DoA();

   void DoB();
}

public class Foo:IFoo
{

    void IFoo.DoA()
    {

    }

    void IFoo.DoB()
    {


   }
}

public class Bar:Foo
{

     void IFoo.DoA()
      {
          base.doA();

      }

      void IFoo.DoB()
      {
          base.doB();

      }
  }  
</code></pre>

<p>I am using C# 2.0.</p>

<p>What am I doing wrong?</p>
","","Sasha","","Sasha","2009-04-02 18:36:37","2009-04-02 20:31:50","Why am I getting an error in C# when mixing explicit implementation and polymorphism?","<c#><.net><design-patterns>","5","0","","",""
"710992","1","","","2009-04-02 18:23:59","","8","44757","<p>I written a program with Delphi 7 which searches <code>*.srt</code> files on a hard drive. This program lists the path and name of these files in a memo. Now I need convert these files from ANSI to UTF-8, but I haven't succeeded.</p>
","","Yilmaz Ekici","77764","Eddie","2015-07-27 09:32:45","2015-07-27 09:32:45","How can a text file be converted from ANSI to UTF-8 with Delphi 7?","<delphi><utf-8><character-encoding><delphi-7><ansi>","5","3","1","",""
"710995","1","711185","","2009-04-02 18:24:50","","1","286","<p>I like Emacs to highlight tab characters using the trailing-whitespace face, which I set to be a slightly grayer version of my background color. That way, all whitespace that I consider unwanted (tab characters and trailing whitespace) will have a slightly gray background.</p>

<p>This is the code I use:</p>

<pre><code>(add-hook 'font-lock-mode-hook
  '(lambda ()
     (font-lock-add-keywords
       nil
        '((""\t"" 0 'trailing-whitespace prepend))
     )
   )
)
</code></pre>

<p>However, it seems to break list-colors-display: This function still lists all the colors, but they're monochrome. I don't get the dazzling spectrum of colors it's supposed to provide.</p>

<p>Why is this happening? Can it be fixed? </p>
","91385","Mike","","","","2009-04-02 19:54:20","Why does this Emacs Lisp snippet break list-colors-display?","<emacs><elisp>","2","0","","",""
"710999","1","711411","","2009-04-02 18:26:10","","2","474","<p>The object in question consists of key/value pairs aka @property. Is there an elegant way to encode/decode this object to a dictionary? It seems brute force to manually pull out each attribute and create the dictionary by hand. </p>
","49611","Keith Fitzgerald","","","","2009-04-04 22:54:48","What is the most elegant way to encode/decode an Object to Dictionary","<objective-c><cocoa>","3","0","2","",""
"711002","1","","","2009-04-02 18:26:57","","2","4683","<p>This is problem.
My primary work is : deliver ""s"" object to ""handle"" method in TestRequestHandler class. 
My first step was : deliver ""s"" object through ""point"" method to TestServer class, but here im stuck. How to deliver ""s"" object to TestRequestHandler? Some suggestions?</p>

<pre><code>import threading
import SocketServer
from socket import *

class TestRequestHandler(SocketServer.BaseRequestHandler):

    def __init__(self, request, client_address, server):
        SocketServer.BaseRequestHandler.__init__(self, request, client_address, server)
        return

    def setup(self):
        return SocketServer.BaseRequestHandler.setup(self)

    def handle(self):
        data = self.request.recv(1024)

        if (data): 
            self.request.send(data)
            print data

    def finish(self):
        return SocketServer.BaseRequestHandler.finish(self)

class TestServer(SocketServer.TCPServer):

    def __init__(self, server_address, handler_class=TestRequestHandler):
        print ""__init__""
        SocketServer.TCPServer.__init__(self, server_address, handler_class)
        return

    def point(self,obj):
        self.obj = obj
        print ""point""

    def server_activate(self):
        SocketServer.TCPServer.server_activate(self)
        return

    def serve_forever(self):
        print ""serve_forever""
        while True:
            self.handle_request()
        return

    def handle_request(self):
        return SocketServer.TCPServer.handle_request(self)

if __name__ == '__main__':

    s = socket(AF_INET, SOCK_STREAM)

    address = ('localhost', 6666)
    server = TestServer(address, TestRequestHandler)
    server.point(s)
    t = threading.Thread(target=server.serve_forever())
    t.setDaemon(True)
    t.start()
</code></pre>
","","Ozymet","216356","jholloway7","2016-03-16 17:12:38","2018-05-31 10:37:37","How to deliver instance of object to instance of SocketServer.BaseRequestHandler?","<python><python-2.7><sockets><tcp><socketserver>","3","2","","",""
"711004","1","711021","","2009-04-02 18:27:20","","2","3177","<p>I have a web application that I am working on(ASP.NET 2.0 &amp; C#). In it, I have a gridview that gets data from an Oracle Database. Some of the data that I need to display is dates. But when the dates in my gridview show like this: </p>

<blockquote>
  <p>2009-04-02 00:00:00</p>
</blockquote>

<p>I'd prefer they show without the time. I'm using the codebehind to get the data, so I cant alter the fields of the gridview manually. This is all the code for my gridview :</p>

<pre><code>&lt;asp:GridView ID=""Grid"" runat=""server"" EmptyDataText=""There are no data records to display."" &gt;&lt;/asp:GridView&gt;
</code></pre>

<p>How do I stop the time from displaying?</p>
","70398","zohair","5640","Rich B","2009-04-02 18:35:18","2009-08-03 21:46:47","How can I stop the time from displaying in a GridView when displaying a date?","<c#><asp.net><datetime><gridview>","3","0","1","",""
"711011","1","","","2009-04-02 18:28:32","","2","412","<p>We've started using TFS at work, and I'm migrating my bugs from the previous issue tracking software to TFS.  All of them are written in Hebrew, a right-to-left language, but mixed with English words.<br>
All the text fields in the TFS client are left-to-right, so I have to manually go and press Ctrl-Right-Shift in all the fields in order to read them properly.</p>

<p>Is there any way to change the default text orientation in TFS client?
I looked into customizing the work item form elements, for example here:
<a href=""http://msdn.microsoft.com/en-us/library/ms194963.aspx"" rel=""nofollow noreferrer"">http://msdn.microsoft.com/en-us/library/ms194963.aspx</a>
but I couldn't find any attribute for changing the text orientation.</p>
","","Or When","569101","","2013-06-05 11:53:34","2013-06-05 11:53:34","Displaying right-to-left text in Team Explorer","<tfs><client><right-to-left>","2","0","","",""
"711012","1","","","2009-04-02 18:28:40","","5","2374","<p>Every time I look at Tomcat's <code>catalina.out</code> log file, I see double lines for every log entry.  Why is this happening?  Has this happen before to any Java (Tomcat) users?</p>
","47222","Geo","57752","Eddie","2009-04-02 19:34:43","2016-05-24 08:10:06","Why is Tomcat doubling my log lines in the catalina.out logfile?","<java><tomcat><logging><logfiles>","5","0","","",""
"711018","1","711041","","2009-04-02 18:29:42","","1","82","<p>We have a dll that is a plug-in for a asp.net shopping cart software that customers can purchase. However, we want to lock that dll to a particular domain for security reasons and we don't want them to be able to read that dll or use that dll in another domain they may have. How can we do this?</p>
","45429","jumbojs","","","","2009-04-02 18:36:12","Lock someone to a particular domain","<asp.net><security><dll>","2","0","","",""
"711019","1","","","2009-04-02 18:29:47","","0","606","<p>How do I configure my datagrid to use paging such that it won't pull ALL the rows from the database, but rather only the rows for the current page.</p>

<p>BTW, should I be using a datagrid still or is there a newer control?</p>
","39677","Blankman","","","","2009-04-02 18:51:38","smart paging with datagrid","<.net><datagrid>","3","0","","",""
"711023","1","","","2009-04-02 18:30:10","","1","521","<p>Here's the site:  www.red-tuxedo.com</p>

<p>I want the ""Red Tuxedo"" text to sit next to the logo, not below, and I want to get rid of that hard rule that runs through the logo.  My CSS / HTML skills aren't up to it.  I completely destroy the column layout when I change the text and I can't find the hard rule in the code.  Tried adjusting the gif (cut off the bottom in Photoshop) and that didn't help.</p>

<p>I did write to the person who created the template; haven't heard back after several days.  Would like to get this fixed before I start adding more pages.</p>

<p>thx</p>
","","Karen","","","","2009-04-02 19:59:04","Move text next to logo; get rid of a hard rule","<css>","3","0","","",""
"711025","1","885998","","2009-04-02 18:30:38","","1","2681","<p>I'm writing a user-defined function to extract values from an XML column in SQL Server which represents a simple dictionary of string key-value pairs.  The only way I've made it work so far seems overly complex.  Do you have any simplifying suggestions or tips for the <code>DictValue</code> function below?</p>

<pre><code>IF  EXISTS (SELECT * FROM sys.objects WHERE object_id = OBJECT_ID(N'[dbo].[DictValue]') AND type in (N'FN', N'IF', N'TF', N'FS', N'FT'))
DROP FUNCTION [dbo].[DictValue]
go

IF  EXISTS (SELECT * FROM sys.objects WHERE object_id = OBJECT_ID(N'[dbo].[TableWithXmlColumn]') AND type in (N'U'))
DROP TABLE [dbo].[TableWithXmlColumn]
go

create table TableWithXmlColumn (
    Id int identity primary key
    ,Dict xml
    )
go

create function DictValue(
    @id int
    ,@key nvarchar(max)
    ) returns nvarchar(max) as begin

    declare @d xml -- string Dictionary
    select @d = Dict from TableWithXmlColumn where Id = @id
    declare @value xml
    select 
            @value = d.Pair.value('data(.)', 'nvarchar(max)')
        from 
            @d.nodes('/StringDictionary/Pair') as d(Pair)
        where 
            @key = d.Pair.value('./@Key', 'nvarchar(max)')

    return convert(nvarchar(max), @value)
    end
go

declare @xmlId int
insert TableWithXmlColumn (Dict) values (
    N'&lt;?xml version=""1.0"" encoding=""utf-16""?&gt;
    &lt;StringDictionary&gt;
      &lt;Pair Key=""color""&gt;red&lt;/Pair&gt;
      &lt;Pair Key=""count""&gt;123&lt;/Pair&gt;
    &lt;/StringDictionary&gt;')
set @xmlId = scope_identity()

select 
    dbo.DictValue(@xmlId, 'color') as color
    ,dbo.DictValue(@xmlId, 'count') as [count]
</code></pre>
","150","ESV","","","","2012-10-26 20:25:06","SQL Server XML Query Advice","<sql-server><xml><tsql><xpath><xquery>","3","1","0","",""
